id,posttypeid,acceptedanswerid,creationdate,score,viewcount,body,owneruserid,lasteditoruserid,lasteditordisplayname,lasteditdate,lastactivitydate,title,tags,answercount,commentcount,favoritecount,communityowneddate
751,2,,2008-08-03T16:25:07.700,-1,,"<p>Without using a ready-made function, a super-simple low-level algorithm to convert a string to title case:</p>

<p><pre><code>
convert first character to uppercase.
for each character in string,
    if the previous character is whitespace,
        convert character to uppercase.
</pre></code></p>

<p>This asssumes the ""convert character to uppercase"" will do that correctly regardless of whether or not the character is case-sensitive (e.g., '+').</p>
",219,,,,2008-08-03T16:25:07.700,,,,1,,
752,1,755,2008-08-03T16:29:03.607,624,415441,"<p>One may not always know the <code>Type</code> of an object at compile-time, but may need to create an instance of the <code>Type</code>.  How do you get a new object instance from a <code>Type</code>?</p>
",192,4519059,,2018-12-18T06:11:18.643,2018-12-18T06:11:18.643,How to create a new object instance from a Type,<c#><.net><performance><reflection><types>,12,0,105,
753,2,,2008-08-03T16:31:22.260,41,,"<p>One implementation of this problem is to attempt to call the parameter-less constructor of the Type:</p>

<pre><code>public static object GetNewObject(Type t)
{
    try
    {
        return t.GetConstructor(new Type[] { }).Invoke(new object[] { });
    }
    catch
    {
        return null;
    }
}
</code></pre>

<p>Here is the same approach, contained in a generic method:</p>

<pre><code>public static T GetNewObject&lt;T&gt;()
{
    try
    {
        return (T)typeof(T).GetConstructor(new Type[] { }).Invoke(new object[] { });
    }
    catch
    {
        return default(T);
    }
}
</code></pre>
",192,1545777,,2016-05-16T12:58:54.103,2016-05-16T12:58:54.103,,,,1,,
754,2,,2008-08-03T16:33:51.193,5,,"<p>If the language you are using has a supported method/function then just use that (as in the C# <code>ToTitleCase</code> method)</p>

<p>If it does not, then you will want to do something like the following:  </p>

<ol>
<li>Read in the string  </li>
<li>Take the first word  </li>
<li>Capitalize the first letter of that word <sup>1</sup></li>
<li>Go forward and find the next word  </li>
<li>Go to 3 if not at the end of the string, otherwise exit  </li>
</ol>

<p><sup>1</sup> To capitalize it in, say, C - use the <a href=""http://www.asciitable.com"" rel=""nofollow noreferrer"">ascii codes</a> to find the integer value of the char and subtract 32 from it.</p>

<p>There would need to be much more error checking in the code (ensuring valid letters etc.), and the ""Capitalize"" function will need to impose some sort of ""title-case scheme"" on the letters to check for words that do not need to be capatilised ('and', 'but' etc. <a href=""http://answers.google.com/answers/threadview?id=349913"" rel=""nofollow noreferrer"">Here</a> is a good scheme)</p>
",142,309308,,2011-02-09T23:29:05.593,2011-02-09T23:29:05.593,,,,1,,
755,2,,2008-08-03T16:35:34.233,777,,"<p>The <code>Activator</code> class within the root <code>System</code> namespace is pretty powerful.</p>

<p>There are a lot of overloads for passing parameters to the constructor and such. Check out the documentation at: </p>

<blockquote>
  <p><a href=""http://msdn.microsoft.com/en-us/library/system.activator.createinstance.aspx"" rel=""noreferrer"">http://msdn.microsoft.com/en-us/library/system.activator.createinstance.aspx</a></p>
</blockquote>

<p>or (new path)</p>

<blockquote>
  <p><a href=""https://docs.microsoft.com/en-us/dotnet/api/system.activator.createinstance"" rel=""noreferrer"">https://docs.microsoft.com/en-us/dotnet/api/system.activator.createinstance</a></p>
</blockquote>

<p>Here are some simple examples:</p>

<pre><code>ObjectType instance = (ObjectType)Activator.CreateInstance(objectType);

ObjectType instance = (ObjectType)Activator.CreateInstance(""MyAssembly"",""MyNamespace.ObjectType"");
</code></pre>
",34,232746,,2017-11-08T15:40:10.767,2017-11-08T15:40:10.767,,,,5,,
759,2,,2008-08-03T16:54:12.277,8,,"<p>No, there are many applications built with VS2005 that have to support Windows XP, 2000, NT, the whole stack. The issue is that (by default) VS2005 wants to use libraries/exports not present on NT.</p>

<p>See <a href=""http://www.mombu.com/microsoft/windows-programmer-win32/t-vs2005-and-nt4-392831.html"" rel=""noreferrer"">this thread</a> for some background.</p>

<p>Then start limiting your dependencies via preprocessor macros, and avoiding APIs which aren't supported on NT.</p>
",,,,,2008-08-03T16:54:12.277,,,,1,,
761,1,762,2008-08-03T17:30:20.473,16,648,"<p>What is the best way to localise a date format descriptor?</p>

<p>As anyone from a culture which does not use the mm/dd/yyyy format knows, it is annoying to have to enter dates in this format. The .NET framework provides some very good localisation support, so it's trivial to parse dates according to the users culture, but you often want to also display a helpful hint as to the format required (especially to distinguish between yy and yyyy which is interchangeable in most cultures).</p>

<p>What is the best way to do this in a way that make sense to most users (e.g. dd/M/yyy is confusing because of the change in case and the switching between one and two letters).</p>
",214,1675954,Jeff Atwood,2015-07-23T10:02:37.117,2016-03-27T03:05:27.637,Localising date format descriptors,<.net><internationalization><date><globalization>,7,0,,
762,2,,2008-08-03T17:31:31.313,2,,"<p>Here is my current method. Any suggestions?</p>

<pre><code>Regex singleMToDoubleRegex = new Regex(""(?&lt;!m)m(?!m)"");
Regex singleDToDoubleRegex = new Regex(""(?&lt;!d)d(?!d)"");
CultureInfo currentCulture = CultureInfo.CurrentUICulture;

// If the culture is netural there is no date pattern to use, so use the default.
if (currentCulture.IsNeutralCulture)
{
    currentCulture = CultureInfo.InvariantCulture;
}

// Massage the format into a more general user friendly form.
string shortDatePattern = CultureInfo.CurrentUICulture.DateTimeFormat.ShortDatePattern.ToLower();
shortDatePattern = singleMToDoubleRegex.Replace(shortDatePattern, ""mm"");
shortDatePattern = singleDToDoubleRegex.Replace(shortDatePattern, ""dd"");
</code></pre>
",214,,,,2008-08-03T17:31:31.313,,,,0,,
763,2,,2008-08-03T17:37:43.063,1,,"<p>How about giving the format (mm/dd/yyyy or dd/mm/yyyy) followed by a printout of today's date in the user's culture. MSDN has an article on <a href=""http://msdn.microsoft.com/en-us/library/5hh873ya(VS.71).aspx"" rel=""nofollow noreferrer"">formatting a DateTime for the person's culture</a>, using the CultureInfo object that might be helpful in doing this. A combination of the format (which most people are familiar with) combined with the current date represented in that format should be enough of a clue to the person on how they should enter the date. (Also include a calendar control for those who still cant figure it out).</p>
",51,,,,2008-08-03T17:37:43.063,,,,0,,
764,2,,2008-08-03T17:40:25.553,2,,"<p>Sounds to me like you're trying to combine things that shouldn't be combined.  If you need to do different processing in your view depending on if it's a User or Group object you're trying to look at then you should use two different view functions.</p>

<p>On the other hand there can be common idioms you'd want to extract out of your object&#95;detail type views... perhaps you could use a decorator or just helper functions?</p>

<p>-Dan</p>
",,,,,2008-08-03T17:40:25.553,,,,0,,
766,1,1619,2008-08-03T17:44:07.450,35,2915,"<p>I can get Python to work with Postgresql but I cannot get it to work with MySQL. The main problem is that on the shared hosting account I have I do not have the ability to install things such as Django or PySQL, I generally fail when installing them on my computer so maybe it's good I can't install on the host.</p>

<p>I found <a href=""http://barryp.org/software/bpgsql/"" rel=""noreferrer"">bpgsql</a> really good because it does not require an install, it's a single file that I can look at, read and then call the functions of. Does anybody know of something like this for MySQL?</p>
",1384652,487855,,2012-05-31T16:57:58.230,2015-10-10T20:00:39.080,Python and MySQL,<python><mysql><postgresql><bpgsql>,6,0,3,
768,2,,2008-08-03T18:06:30.913,31,,"<p>You can print from the command line using the following:</p>

<blockquote>
  <p>rundll32.exe
  %WINDIR%\System32\mshtml.dll,PrintHTML
  ""%1""</p>
</blockquote>

<p>Where %1 is the file path of the html file to be printed.</p>

<p>If you don't need to print from memory (or can afford to write to the disk in a temp file) you can use:</p>

<pre><code>using (Process printProcess = new Process())
{
    string systemPath = Environment.GetFolderPath(Environment.SpecialFolder.System);
    printProcess.StartInfo.FileName = systemPath + @""\rundll32.exe"";
    printProcess.StartInfo.Arguments = systemPath + @""\mshtml.dll,PrintHTML """""" + fileToPrint + @"""""""";
    printProcess.Start();
}
</code></pre>

<p>N.B. This only works on Windows 2000 and above I think.</p>
",214,,,,2008-08-03T18:06:30.913,,,,2,,
769,1,781,2008-08-03T18:14:24.267,37,31000,"<p>I need to programmatically solve a system of linear equations in C, Objective C, or (if needed) C++.</p>

<p>Here's an example of the equations:</p>

<pre><code>-44.3940 = a * 50.0 + b * 37.0 + tx
-45.3049 = a * 43.0 + b * 39.0 + tx
-44.9594 = a * 52.0 + b * 41.0 + tx
</code></pre>

<p>From this, I'd like to get the best approximation for <code>a</code>, <code>b</code>, and <code>tx</code>.</p>
",79,5550041,Prakash,2015-12-17T13:25:49.293,2017-06-29T06:48:07.547,Solving a linear equation,<math><linear-algebra><system><linear-equation>,10,1,5,
770,2,,2008-08-03T18:18:54.400,6,,"<p><a href=""http://en.wikipedia.org/wiki/ISO_8601"" rel=""nofollow noreferrer"">Just use ISO-8601</a>. It's an international standard.</p>

<pre><code>Date and time (current at page generation) expressed according to ISO 8601:
Date:                           2014-07-05
Combined date and time in UTC:  2014-07-05T04:00:25+00:00
                                2014-07-05T04:00:25Z
Week:                           2014-W27
Date with week number:          2014-W27-6
Ordinal date:                   2014-186
</code></pre>
",175,1668244,,2014-07-10T22:04:25.780,2014-07-10T22:04:25.780,,,,0,,
771,2,,2008-08-03T18:22:47.213,10,,"<p>Here's a Perl solution <a href=""http://daringfireball.net/2008/05/title_case"" rel=""noreferrer"">http://daringfireball.net/2008/05/title_case</a></p>

<p>Here's a Ruby solution <a href=""http://frankschmitt.org/projects/title-case"" rel=""noreferrer"">http://frankschmitt.org/projects/title-case</a></p>

<p>Here's a Ruby one-liner solution: <a href=""http://snippets.dzone.com/posts/show/4702"" rel=""noreferrer"">http://snippets.dzone.com/posts/show/4702</a></p>

<pre><code>'some string here'.gsub(/\b\w/){$&amp;.upcase}
</code></pre>

<p>What the one-liner is doing is using a regular expression substitution of the first character of each word with the uppercase version of it.</p>
",175,2766176,brian d foy,2008-10-12T12:20:29.097,2008-10-12T12:20:29.097,,,,0,,
773,1,7286,2008-08-03T18:27:09.687,401,224831,"<p>I haven't been able to find an understandable explanation of how to actually use Python's <code>itertools.groupby()</code> function.  What I'm trying to do is this:</p>

<ul>
<li>Take a list - in this case, the children of an objectified <code>lxml</code> element</li>
<li>Divide it into groups based on some criteria</li>
<li>Then later iterate over each of these groups separately.</li>
</ul>

<p>I've reviewed <a href=""https://docs.python.org/2/library/itertools.html"" rel=""noreferrer"">the documentation</a>, and <a href=""https://docs.python.org/2/library/itertools.html#itertools.groupby"" rel=""noreferrer"">the examples</a>, but I've had trouble trying to apply them beyond a simple list of numbers. </p>

<p>So, how do I use of <code>itertools.groupby()</code>?  Is there another technique I should be using?  Pointers to good ""prerequisite"" reading would also be appreciated.</p>
",207,2026508,,2014-08-06T21:34:45.097,2018-10-24T22:30:28.183,How do I use Python's itertools.groupby()?,<python><iteration>,12,0,181,
774,2,,2008-08-03T18:27:13.180,3,,"<p>Are you looking for a software package that'll do the work or actually doing the matrix operations and such and do each step?</p>

<p>The the first, a coworker of mine just used <a href=""http://ocaml-glpk.sourceforge.net/"" rel=""nofollow noreferrer"" title=""Ocaml GLPK"">Ocaml GLPK</a>. It is just a wrapper for the <a href=""http://www.gnu.org/software/glpk/"" rel=""nofollow noreferrer"" title=""GNU Linear Programming Kit"">GLPK</a>, but it removes a lot of the steps of setting things up. It looks like you're going to have to stick with the GLPK, in C, though. For the latter, thanks to delicious for saving an old article I used to learn LP awhile back, <a href=""http://www.math.ucla.edu/~tom/LP.pdf"" rel=""nofollow noreferrer"" title=""Linear Programming"">PDF</a>. If you need specific help setting up further, let us know and I'm sure, me or someone will wander back in and help, but, I think it's fairly straight forward from here. Good Luck! </p>
",157,,,,2008-08-03T18:27:13.180,,,,0,,
777,2,,2008-08-03T18:32:27.693,7,,"<p>I don't have any experience with <a href=""http://www.SiteGround.com"" rel=""noreferrer"">http://www.SiteGround.com</a> as a web host personally.  </p>

<p>This is just a guess, but it's common for a shared host to support Python and MySQL with the MySQLdb module (e.g., GoDaddy does this).  Try the following CGI script to see if MySQLdb is installed.</p>

<pre><code>#!/usr/bin/python

module_name = 'MySQLdb'
head = '''Content-Type: text/html

%s is ''' % module_name

try:
    __import__(module_name)
    print head + 'installed'
except ImportError:
    print head + 'not installed'
</code></pre>
",150,150,ESV,2008-08-03T22:56:27.863,2008-08-03T22:56:27.863,,,,1,,
781,2,,2008-08-03T18:37:24.003,18,,"<p><a href=""http://en.wikipedia.org/wiki/Cramers_rule"" rel=""noreferrer"">Cramer's Rule</a>
and
<a href=""http://en.wikipedia.org/wiki/Gaussian_elimination"" rel=""noreferrer"">Gaussian Elimination</a>
are two good, general-purpose algorithms (also see <a href=""http://en.wikipedia.org/wiki/Simultaneous_linear_equations"" rel=""noreferrer"">Simultaneous Linear Equations</a>). If you're looking for code, check out <a href=""http://en.wikipedia.org/wiki/GiNaC"" rel=""noreferrer"">GiNaC</a>, <a href=""http://maxima.sourceforge.net/"" rel=""noreferrer"">Maxima</a>, and <a href=""http://issc.uj.ac.za/symbolic/symbolic.html"" rel=""noreferrer"">SymbolicC++</a> (depending on your licensing requirements, of course).</p>

<p>EDIT: I know you're working in C land, but I also have to put in a good word for <a href=""http://code.google.com/p/sympy/"" rel=""noreferrer"">SymPy</a> (a  computer algebra system in Python). You can learn a lot from its algorithms (if you can read a bit of python). Also, it's under the new BSD license, while most of the free math packages are GPL.</p>
",229,229,,2008-08-03T18:42:54.820,2008-08-03T18:42:54.820,,,,2,,
783,2,,2008-08-03T18:40:09.053,69,,"<p>Can you show us your code?</p>

<p>The example on the Python docs is quite straightforward:</p>

<pre><code>groups = []
uniquekeys = []
for k, g in groupby(data, keyfunc):
    groups.append(list(g))      # Store group iterator as a list
    uniquekeys.append(k)
</code></pre>

<p>So in your case, data is a list of nodes, keyfunc is where the logic of your criteria function goes and then <code>groupby()</code> groups the data.</p>

<p>You must be careful to <strong>sort the data</strong> by the criteria before you call <code>groupby</code> or it won't work. <code>groupby</code> method actually just iterates through a list and whenever the key changes it creates a new group.</p>
",189,5299236,,2015-12-04T08:52:16.873,2015-12-04T08:52:16.873,,,,2,,
787,2,,2008-08-03T18:46:33.517,6,,"<p>What source control system are you using? </p>

<p>Almost all of them have some form of $ Id $ tag that gets expanded when the file is checked in.</p>

<p>I usually use some form of hackery to display this as the version number.</p>

<p>The other alternative is use to use the date as the build number: 080803-1448</p>
",175,,,,2008-08-03T18:46:33.517,,,,1,,
791,2,,2008-08-03T18:52:17.093,5,,"<p>Not efficient at all, but you can use a regular expression to test for prime numbers.</p>

<pre><code>/^1?$|^(11+?)\1+$/
</code></pre>

<p>This tests if, for a string consisting of <em>k</em> “<code>1</code>”s, <em>k</em> is <em>not prime</em> (i.e. whether the string consists of one “<code>1</code>” or any number of “<code>1</code>”s that can be expressed as an <em>n</em>-ary product).</p>
",175,1968,,2010-02-02T13:57:30.347,2010-02-02T13:57:30.347,,,,0,,
794,2,,2008-08-03T19:06:00.327,15,,"<p>Absolutely, especially dealing with lots of these permutations/combinations I can definitely see that the first pass would be an issue.</p>

<p>Interesting implementation in python, though I wrote a nice one in C and Ocaml based on ""Algorithm 515"" (see below). He wrote his in Fortran as it was common back then for all the ""Algorithm XX"" papers, well, that assembly or c. I had to re-write it and make some small improvements to work with arrays not ranges of numbers. This one does random access, I'm still working on getting some nice implementations of the ones mentioned in Knuth 4th volume fascicle 2. I'll an explanation of how this works to the reader. Though if someone is curious, I wouldn't object to writing something up.</p>

<pre><code>/** [combination c n p x]
 * get the [x]th lexicographically ordered set of [p] elements in [n]
 * output is in [c], and should be sizeof(int)*[p] */
void combination(int* c,int n,int p, int x){
    int i,r,k = 0;
    for(i=0;i&lt;p-1;i++){
        c[i] = (i != 0) ? c[i-1] : 0;
        do {
            c[i]++;
            r = choose(n-c[i],p-(i+1));
            k = k + r;
        } while(k &lt; x);
        k = k - r;
    }
    c[p-1] = c[p-2] + x - k;
}
</code></pre>

<p>~""Algorithm 515: Generation of a Vector from the Lexicographical Index""; Buckles, B. P., and Lybanon, M. ACM Transactions on Mathematical Software, Vol. 3, No. 2, June 1977.</p>
",157,,,,2008-08-03T19:06:00.327,,,,6,,
795,2,,2008-08-03T19:10:58.723,13,,"<p>I would be wary of automatically upcasing all whitespace-preceded-words in scenarios where I would run the risk of attracting the fury of nitpickers.</p>

<p>I would at least consider implementing a dictionary for exception cases like articles and conjunctions. Behold: </p>

<blockquote>
  <p>""Beauty and the Beast""</p>
</blockquote>

<p>And when it comes to proper nouns, the thing gets much uglier.</p>
",227,227,Ishmaeel,2008-08-03T19:14:31.993,2008-08-03T19:14:31.993,,,,0,,
797,2,,2008-08-03T19:30:55.720,190,,"<p>The most popular (==standard?) way of determining the time zone I've seen around is simply <em>asking the users themselves.</em> If your website requires subscription, this could be saved in the users' profile data. For anon users, the dates could be displayed as UTC or GMT or some such.</p>

<p>I'm not trying to be a smart aleck. It's just that sometimes some problems have finer solutions outside of any programming context.</p>
",227,227,,2013-09-10T11:42:53.333,2013-09-10T11:42:53.333,,,,7,,
798,2,,2008-08-03T19:36:48.470,4,,"<p><code>mbUnit</code> is worth alook, it has a set of features comparable to <code>NUnit</code>, it has its own GUI, or can be integrated into <code>VS</code> if you have <code>Resharper</code>. I would also recommend <code>Rhino Mocks</code> if you are doing any sort of <code>TDD</code>.</p>
",230,395659,,2013-02-07T11:12:59.390,2013-02-07T11:12:59.390,,,,0,,
799,2,,2008-08-03T19:42:03.687,15,,"<p>Have you tried changing the target CPU to <code>x86</code> instead of <code>""Any CPU""</code> in the advanced compiler options? I know that this solves some problems with other <code>OLEDB</code> providers by forcing the use of the 32-bit version.</p>
",162,395659,,2013-02-07T11:14:46.003,2013-02-07T11:14:46.003,,,,3,,
802,2,,2008-08-03T20:07:05.290,6,,"<p>I uploaded it and got an internal error</p>

<pre><code>Premature end of script headers
</code></pre>

<p>After much playing around, I found that if I had</p>

<pre><code>import cgi
import cgitb; cgitb.enable()
import MySQLdb
</code></pre>

<p>It would give me a much more useful answer and say that it was not installed, you can see it yourself -> <a href=""http://woarl.com/db.py"" rel=""nofollow noreferrer"">http://woarl.com/db.py</a></p>

<p>Oddly enough, this would produce an error</p>

<pre><code>import MySQLdb
import cgi
import cgitb; cgitb.enable()
</code></pre>

<p>I looked at some of the other files I had up there and it seems that library was one of the ones I had already tried.</p>
",1384652,1384652,Teifion,2008-08-04T21:46:00.797,2008-08-04T21:46:00.797,,,,0,,
805,1,894,2008-08-03T20:11:26.043,14,1944,"<p>This is ASP classic, not .Net.  We have to get a way to SFTP into a server to upload and download a couple of files, kicked off by a user.</p>

<p>What have other people used to do SFTP in ASP classic?  Not necessarily opposed to purchasing a control.</p>
",232,3043,Matt Dawdy,2011-11-21T03:51:00.390,2016-04-18T12:13:05.417,"ASP, need to use SFTP",<asp-classic><sftp>,5,0,1,
810,1,820,2008-08-03T20:35:01.987,17,6225,"<p>I'm trying to maintain a Setup Project in <code>Visual Studio 2003</code> (yes, it's a legacy application). The problem we have at the moment is that we need to write registry entries to <code>HKCU</code> for every user on the computer. They need to be in the <code>HKCU</code> rather than <code>HKLM</code> because they are the default user settings, and they do change per user. My feeling is that</p>

<ol>
<li>This isn't possible</li>
<li>This isn't something the installer should be doing, but something the application should be doing (after all what happens when a user profile is created after the install?).</li>
</ol>

<p>With that in mind, I still want to change as little as possible in the application, so my question is, <strong>is it possible to add registry entries for every user in a <code>Visual Studio 2003</code> setup project?</strong> </p>

<p>And, at the moment the project lists five registry root keys (<code>HKEY_CLASSES_ROOT, HKEY_CURRENT_USER</code>, <code>HKEY_LOCAL_MACHINE</code>, <code>HKEY_USERS</code>, and User/Machine Hive). I don't really know anything about the Users root key, and haven't seen User/Machine Hive. Can anyone enlighten me on what they are? Perhaps they could solve my problem above.</p>
",233,902217,,2012-10-08T21:33:14.307,2016-12-20T07:01:00.023,Visual Studio Setup Project - Per User Registry Settings,<windows><visual-studio><registry><installation>,4,1,1,
817,2,,2008-08-03T20:40:33.707,18,,"<p>The magic all seems to be in </p>

<pre><code>visitortime.getTimezoneOffset()
</code></pre>

<p>That's cool, I didn't know about that. Does it work in Internet&nbsp;Explorer, etc? From there you should be able to use JavaScript to Ajax, set cookies, whatever. I'd probably go the cookie route myself.</p>

<p>You'll need to allow the user to change it though. We tried to use geolocation (via maxmind) to do this a while ago, and it was wrong reasonably often - enough to make it not worth doing, so we just let the user set it in their profile, and show a notice to users who haven't set theirs yet.</p>
",234,63550,,2018-10-13T13:09:21.430,2018-10-13T13:09:21.430,,,,0,,
818,2,,2008-08-03T20:45:27.350,1,,"<p>I'm partway to my solution with this entry on MSDN (don't know how I couldn't find it before).</p>

<p>User/Machine Hive<br>
Subkeys and values entered under this hive will be installed under the HKEY_CURRENT_USER hive when a user chooses ""Just Me"" or the HKEY_USERS hive or when a user chooses ""Everyone"" during installation.</p>

<p><a href=""http://msdn.microsoft.com/en-us/library/x6kd89c5(VS.80).aspx"" rel=""nofollow noreferrer"">Registry Editor</a></p>
",233,,user1873471,2013-01-28T04:20:06.247,2013-01-28T04:20:06.247,,,,0,,
820,2,,2008-08-03T20:48:47.263,5,,"<p>First: Yes, this is something that belongs in the Application for the exact reson you specified: What happens after new user profiles are created? Sure, if you're using a domain it's possible to have some stuff put in the registry on creation, but this is not really a use case. The Application should check if there are seetings and use the default settings if not.</p>

<p>That being said, it IS possible to change other users Keys through the HKEY_USERS Hive.</p>

<p>I have no experience with the Visual Studio 2003 Setup Project, so here is a bit of (totally unrelated) VBScript code that might just give you an idea where to look:</p>

<pre><code>const HKEY_USERS = &amp;H80000003
strComputer = "".""
Set objReg=GetObject(""winmgmts:{impersonationLevel=impersonate}!\\"" &amp; strComputer &amp; ""\root\default:StdRegProv"")
strKeyPath = """"
objReg.EnumKey HKEY_USERS, strKeyPath, arrSubKeys
strKeyPath = ""\Software\Microsoft\Windows\CurrentVersion\WinTrust\Trust Providers\Software Publishing""
For Each subkey In arrSubKeys
    objReg.SetDWORDValue HKEY_USERS, subkey &amp; strKeyPath, ""State"", 146944
Next
</code></pre>

<p>(Code Courtesy of <a href=""http://jritmeijer.spaces.live.com/blog/cns!8A48A27460FB898A!965.entry"" rel=""noreferrer"">Jeroen Ritmeijer</a>)</p>
",91,,,,2008-08-03T20:48:47.263,,,,0,,
826,1,97294,2008-08-03T21:08:54.977,18,1616,"<p>You have an ascending list of numbers, what is the most efficient algorithm you can think of to get the ascending list of sums of every two numbers in that list.  Duplicates in the resulting list are irrelevant, you can remove them or avoid them if you like.</p>

<p>To be clear, I'm interested in the algorithm.  Feel free to post code in any language and paradigm that you like.</p>
",101,101,rictic,2008-08-03T21:38:52.623,2018-02-08T21:40:29.433,Efficiently get sorted sums of a sorted list,<algorithm><language-agnostic>,8,0,2,
829,2,,2008-08-03T21:17:33.557,5,,"<p>I'm guessing that because you want to set it for all users, that you're on some kind of shared computer, which is probably running under a domain?</p>

<p><strong>HERE BE DRAGONS</strong></p>

<p>Let's say Joe and Jane regularly log onto the computer, then they will each have 'registries'.</p>

<p>You'll then install your app, and the installer will employ giant hacks and disgusting things to set items under HKCU for them.</p>

<p>THEN, bob will come along and log on (he, and 500 other people have accounts in the domain and so can do this). He's never used this computer before, so he has no registry. The first time he logs in, windows creates him one, but he won't have your setting. </p>

<p>Your app then falls over or behaves incorrectly, and bob complains loudly about those crappy products from raynixon incorporated.</p>

<p>The correct answer is to just have some default settings in your app, which can write them to the registry if it doesn't find them. It's general good practice that your app should never depend on the registry, and should create things as needed, for any registry entry, not just HKCU, anyway</p>
",234,234,borland,2008-08-03T21:37:53.577,2008-08-03T21:37:53.577,,,,0,,
832,1,837,2008-08-03T21:22:52.717,18,1500,"<p>SQL:</p>

<pre><code>SELECT
   u.id,
   u.name,
   isnull(MAX(h.dateCol), '1900-01-01') dateColWithDefault
FROM universe u
LEFT JOIN history h 
   ON u.id=h.id 
   AND h.dateCol&lt;GETDATE()-1
GROUP BY u.Id, u.name
</code></pre>
",224,2771704,user1873471,2015-04-07T12:52:29.133,2016-04-18T12:16:03.590,How do I most elegantly express left join with aggregate SQL as LINQ query,<c#><linq><left-join>,4,0,,
833,1,838,2008-08-03T21:23:41.077,26,18761,"<p>I have designed database tables (normalised, on an MS SQL server) and created a standalone windows front end for an application that will be used by a handful of users to add and edit information. We will add a web interface to allow searching accross our production area at a later date.</p>

<p>I am concerned that if two users start editing the same record then the last to commit the update would be the 'winner' and important information may be lost. A number of solutions come to mind but I'm not sure if I am going to create a bigger headache.</p>

<ol>
<li>Do nothing and hope that two users are never going to be editing the same record at the same time. <em>- Might never happed but what if it does?</em></li>
<li>Editing routine could store a copy of the original data as well as the updates and then compare when the user has finished editing. If they differ show user and comfirm update <em>- Would require two copies of data to be stored.</em></li>
<li>Add last updated DATETIME column and check it matches when we update, if not then show differences. <em>- requires new column in each of the relevant tables.</em></li>
<li>Create an editing table that registers when users start editing a record that will be checked and prevent other users from editing same record. <em>- would require carful thought of program flow to prevent deadlocks and records becoming locked if a user crashes out of the program.</em></li>
</ol>

<p>Are there any better solutions or should I go for one of these?</p>
",186,15401,Nigel Campbell,2008-10-08T22:49:01.773,2018-02-08T10:56:35.850,Editing database records by multiple users,<sql-server><database>,8,0,4,
834,2,,2008-08-03T21:24:56.160,-4,,"<p>If you are looking for a truly language agnostic solution then you will be sorely disappointed in my opinion because you'll be stuck with a for loop and some conditionals. However if you opened it up to functional languages or functional language features (I'm looking at you LINQ) then my colleagues here can fill this page with elegant examples in Ruby, Lisp, Erlang, and others.</p>
",200,,,,2008-08-03T21:24:56.160,,,,0,,
835,1,1023,2008-08-03T21:25:09.763,15,6191,"<p>I'm trying to setup CruiseControl.net at the moment. So far it works nice, but I have a Problem with the MSBuild Task.</p>

<p>According to the <a href=""http://confluence.public.thoughtworks.org/display/CCNET/MsBuild+Task"" rel=""noreferrer"">Documentation</a>, it passes CCNetArtifactDirectory to MSBuild. But how do I use it?</p>

<p>I tried this:</p>

<pre><code>&lt;buildArgs&gt;
   /noconsolelogger /p:OutputPath=$(CCNetArtifactDirectory)\test
&lt;/buildArgs&gt;
</code></pre>

<p>But that does not work. In fact, it kills the service with this error:</p>

<blockquote>
  <p>ThoughtWorks.CruiseControl.Core.Config.Preprocessor.EvaluationException: Reference to unknown symbol CCNetArtifactDirectory</p>
</blockquote>

<p>Documentation is rather sparse, and google und mainly offers modifying the .sln Project file, which is what I want to avoid in order to be able to manually build this project later - I would really prefer <code>/p:OutputPath</code>.</p>
",91,395659,Michael Stum,2013-02-07T11:24:54.143,2013-02-08T21:59:55.120,"CruiseControl.net, msbuild, /p:OutputPath and CCNetArtifactDirectory",<msbuild><cruisecontrol.net>,3,0,1,
836,2,,2008-08-03T21:31:14.353,2,,"<p>Looks like a web service is going to be the answer for me. On a production box I'd rather not have to go through compiling and maintaining my own special installation of PHP since ODBC support needs to be compiled in, according to the PHP documentation.</p>
",204,1471203,,2013-01-09T05:46:43.607,2013-01-09T05:46:43.607,,,,0,,
837,2,,2008-08-03T21:31:17.863,8,,"<p>A solution, albeit one that defers handling of the null value to the code, could be:</p>

<blockquote>
  <p>DateTime yesterday = DateTime.Now.Date.AddDays(-1);</p>
</blockquote>

<pre><code>var collection=
    from u in db.Universe
    select new
    {
        u.id,
        u.name,
        MaxDate =(DateTime?)
       (
           from h in db.History
           where u.Id == h.Id
           &amp;&amp; h.dateCol &lt; yesterday
           select h.dateCol 
       ).Max()
    };
</code></pre>

<p>This does not produce exactly the same SQL, but does provide the same logical result. Translating ""complex"" SQL queries to LINQ is not always straightforward.</p>
",224,1668244,Jeff Atwood,2014-07-10T21:52:02.283,2014-07-10T21:52:02.283,,,,0,,
