id,reputation,creationdate,displayname,lastaccessdate,websiteurl,location,aboutme,views,upvotes,downvotes,profileimageurl,accountid
232,9389,2008-08-03T20:02:07.670,Matt Dawdy,2019-03-02T20:52:29.733,,"Prairie Village, KS","<p>Programming is fun. And hard.  But mostly fun.  Well, actually, it changes hour by hour.</p>

<h1>SOreadytohelp</h1>
",963,650,37,https://i.stack.imgur.com/1cV9F.png?s=128&g=1,188
233,35975,2008-08-03T20:19:32.847,Ray,2019-02-06T21:15:32.600,,"Auckland, New Zealand",,1589,1733,211,,189
234,85571,2008-08-03T20:25:38.200,Orion Edwards,2019-03-02T09:40:54.820,http://orionedwards.blogspot.com,New Zealand,"<p>I do .NET, C++, Ruby, Automated Testing, Running and Snowboarding<p><a href=""http://twitter.com/borland"" rel=""nofollow"">@borland</a></p></p>
",4835,3842,324,,190
235,21107,2008-08-03T20:30:43.370,Joshua McKinnon,2019-03-02T02:31:41.433,http://codecampfire.blogspot.com,United States,Developer and longtime geek - I enjoy everything about programming and computers.,1147,760,5,,191
236,630,2008-08-03T20:50:07.713,sachin,2019-02-28T16:55:43.237,http://www.google.com,"Bangalore, India","<p>Software developer</p>
",115,191,2,,192
237,375,2008-08-03T20:59:06.353,yoliho,2019-02-28T05:45:16.433,,"Bethesda, MD","Pet: Shiba Inu

",117,149,1,,193
238,28570,2008-08-03T21:42:37.873,Pat,2019-03-01T15:42:11.817,http://yoolki.com,"Beirut, Lebanon",:-),736,216,18,,194
242,4076,2008-08-03T22:55:19.053,Dhaust,2019-03-01T02:25:01.350,http://www...com,From up there. Now down here.,"<p>To live is to fall ...<br>
To survive is to find meaning in the falling ...<br>
And I'm finding <i>a lot</i> of meaning!</p>

<p>I'm a most-of-the-stack web dev working primarily with .NET. I like pretty pixels, user-centered design and code that solves interesting business problems cleanly.</p>
",811,1123,89,https://i.stack.imgur.com/fE31K.jpg?s=128&g=1,195
243,17664,2008-08-03T23:49:51.343,Goyuix,2019-03-01T05:32:41.457,https://plus.google.com/u/0/+GregMcMurray,"Salt Lake City, UT","<p>I started coding at about age 8 on an Apple II with a friend when we decided the Lemonade Stand game just wasn't awesome enough. Since then I have had deep exposure to C, C++, Java, C# and JavaScript. I have recently taken a deeper interest in Python, F# and PowerShell.</p>

<p>Did my answers help you? Say thanks with something from my <a href=""http://www.amazon.com/gp/registry/wishlist/1DRYNF2J67E3O/"" rel=""nofollow noreferrer"">Amazon.com Wishlist</a>.</p>
",881,4679,73,,196
244,22430,2008-08-04T00:23:06.660,Claude Houle,2019-03-01T23:25:42.647,https://medium.com/@claude.houle,"Montreal, Canada","<p>I'm a geek. It's as simple as that... My hobbies are</p>

<ul>
<li>RPGs</li>
<li>Wargames </li>
<li>Music</li>
<li>Guitar</li>
<li>Biking</li>
<li>Coding (obviously)</li>
</ul>
",1356,86,10,https://i.stack.imgur.com/OPy8n.jpg?s=128&g=1,197
245,15638,2008-08-04T00:38:47.160,Michael Pryor,2017-12-01T04:29:59.157,http://www.fogcreek.com,"New York, NY","<p>President Fog Creek Software Inc.
CEO Trello Inc.</p>
",5263,1028,89,,198
246,4773,2008-08-04T00:47:32.897,rjohnston,2019-03-02T22:01:51.780,http://www.rjohnst.com,"Brisbane, Australia","<p>Once had an unfortunate encounter in a photo booth on the wildlife-populated island of Catalina.</p>
",441,1359,31,,199
247,5304,2008-08-04T00:50:51.253,Shawn Miller,2019-03-01T16:32:37.783,https://mediocre.com,"Lake St. Louis, MO, United States","<p><li>Co-Founder, CTO of <a href=""https://mediocre.com"" rel=""nofollow noreferrer"">mediocre.com</a></li>
<li>Former Development Manager at <a href=""http://www.woot.com/"" rel=""nofollow noreferrer"">woot.com</a></li>
<li>Twitter <a href=""http://twitter.com/smiller/"" rel=""nofollow noreferrer"">@smiller</a></li></p>
",829,525,84,,200
253,1969,2008-08-04T05:38:52.653,Scott Cowan,2018-08-21T16:21:00.413,http://www.sleepoverrated.com,"London, United Kingdom","<ul>
<li>Born in Vancouver</li>
<li>Live in London</li>
</ul>
",457,168,5,,201
254,937,2008-08-04T05:45:21.830,Dean Bates,2015-10-29T14:23:41.917,,,,169,1,0,,202
255,30018,2008-08-04T05:46:02.093,Jim McKeeth,2019-03-02T23:28:39.363,http://www.Delphi.org/,"Boise, ID","<p>Lead World Wide Developer Evangelist for <a href=""http://www.embarcadero.com/"" rel=""nofollow"">Embarcadero Technologies</a></p>

<p><a href=""http://patentlyo.com/patent/2013/01/smartphone-wars-microns-slide-to-unlock-patent.html"" rel=""nofollow"">Invented and patented swipe to unlock</a> in 2000. See
US Patent # <a href=""http://www.google.com/patents/US8352745"" rel=""nofollow"">8352745</a> &amp; <a href=""http://www.google.com/patents/US6766456"" rel=""nofollow"">6766456</a>, and others.</p>

<p>Host of the <a href=""http://delphi.org/"" rel=""nofollow"">Podcast at Delphi.org</a>. (mostly a blog, but some podcast episodes).</p>

<p>Preferred Languages:</p>

<ol>
<li>Delphi / Object Pascal</li>
<li>C# / .NET</li>
<li>JavaScript</li>
<li>Java</li>
<li>C++</li>
<li>Objective-C</li>
</ol>
",3308,2432,70,https://i.stack.imgur.com/zl74R.jpg,203
257,6404,2008-08-04T07:30:01.447,Josh,2017-11-06T11:07:18.063,http://parris.josh.com.au/,Australia,"A child prodigy, Josh is gracing StackOverflow with his copious spare time in an attempt to bring some balance to the Force.",307,233,35,,204
258,3344,2008-08-04T07:59:04.570,Anthony Main,2019-02-26T18:47:00.807,https://thedistance.co.uk,United Kingdom,"<p>Yorkshire’s leading app development agency</p>

<p>We are experienced
We’ve been developing apps since the launch of the first iPhone, and our extensive portfolio of brands - including household names and world famous companies - speaks for itself.</p>

<p>We are specialists
Our apps are built in-house in our York office by a highly specialised staff whose skillsets guarantee quality and excellence are at the heart of each project.</p>

<p>Our sole service is native app development on iOS, Android and Windows tablets and phones. Dedicated developers on each platform ensure delivery of the best quality user experience.</p>

<p>We are here for you
Our team are on hand through every stage of the process to ensure your complete satisfaction. We are a credible and independently stable partner in business; our name comes from the promise we make at the beginning of each client relationship.</p>

<p>We’ll go The Distance</p>
",514,286,33,,205
259,20252,2008-08-04T08:10:58.337,David Sykes,2019-03-02T06:09:01.400,,United Kingdom,,1392,1503,158,,206
260,6127,2008-08-04T08:21:41.703,gyurisc,2019-02-27T10:43:18.750,http://www.littlebigtomatoes.com/,"Budapest, Hungary","<p>Hi!<br> My name is Krisztian Gyuris. I enjoy coding and solving problems. Nowadays I am learning python, pandas and frontend development.   
</p>

<p><br/>
<a href=""http://twitter.com/gyurisc"" rel=""nofollow noreferrer"">Twitter</a></p>
",962,1544,5,,207
261,2513,2008-08-04T08:51:21.440,Mattias,2018-11-13T15:49:56.143,http://www.bothernomore.com/,United Kingdom,,238,24,0,,208
263,271,2008-08-04T09:56:55.427,Mark,2008-11-23T14:51:07.470,,Australia,,47,5,1,,209
264,52235,2008-08-04T09:58:18.153,Xenph Yan,2017-06-01T09:39:03.233,http://chris.beckett.io,"Sydney, Australia","<p>Builds strange little websites for money.</p>
",4243,707,34,,210
265,1213,2008-08-04T10:01:02.967,Lauren,2018-12-30T11:10:32.370,https://github.com/Comaleaf,United Kingdom,,198,111,27,,211
266,25895,2008-08-04T10:02:44.353,Rytmis,2019-03-01T13:33:13.630,http://blog.rytmis.net,"Esbo, Finland","<p>Software developer since 2001, independent consultant since 2010. I work primarily on Windows, but I get along well with Linux as well. .NET is my bread and butter, but I've grown to love dynamic languages too.</p>
",1712,554,51,,212
267,291347,2008-08-04T10:11:06.833,Lasse Vågsæther Karlsen,2019-03-01T21:56:48.563,,"Porsgrunn, Telemark, Norway","<p>I am a 47 year old Software Architect working for <a href=""https://www.visma.no"" rel=""nofollow noreferrer"">Visma Software Labs</a> in Norway.</p>

<p>Currently I work on the Workforce Management (WFM) product Gat used throughout municipalities and the public health system in Norway but will soon be transitioning over to other teams related to cloud products, also in the WFM area.</p>
",34738,5699,2021,,213
268,27895,2008-08-04T10:11:11.637,Vincent Robert,2019-03-01T11:48:26.597,http://genezys.net,"Paris, France","<p>Excuse any English mistakes :-)</p>

<p>I am on <a href=""http://twitter.com/genezys"" rel=""nofollow noreferrer"">Twitter</a></p>
",1963,1199,65,,214
269,14457,2008-08-04T10:13:44.767,sparkes,2008-09-30T07:30:19.520,http://zx-81.com,United Kingdom,"General hacker from the UK who is rapidly getting fed up of the sort of tossers attracted to SO beta.
<br /><br />

It's a crying shame that something with so much potential is going to end up like Slashdot.
<br /><br />

Joel, Jeff, guys while it's the crowd that can make this place that's what's going to kill it too.",535,330,37,,215
270,21212,2008-08-04T10:21:45.813,roryf,2019-02-27T11:41:36.087,http://www.roryf.co.uk,"Edinburgh, United Kingdom","<p>Every time you link to <a href=""http://w3fools.com"" rel=""nofollow"">w3schools</a>, a kitten dies.</p>
",1387,395,89,,216
271,6646,2008-08-04T10:25:01.297,Justin Bennett,2019-02-24T14:19:10.907,http://jmbennett.org,"New York, NY","I'm a Systems Engineer in Syracuse, NY.  I have a good deal of programming experience in C/C++, PHP and Java and a bit of experience in Perl, C#, ASP and others.  I enjoy web development and small application development as well as the writing the types of scripts used for system administration and such.",390,167,13,,217
272,28,2008-08-04T10:30:47.807,Sven,2015-12-26T16:44:09.907,http://SvenSemmler.org,,"<p>please delete me</p>
",128,11,0,,218
273,70,2008-08-04T10:36:45.563,Henrik Bierbum Bacher,2019-02-27T14:27:17.930,,"Copenhagen, Denmark",,79,4,0,,219
274,29582,2008-08-04T10:43:23.023,Xetius,2019-02-28T13:21:09.647,http://www.xetius.com,United Kingdom,"Geek, pure and simple.",1831,642,16,,220
275,21005,2008-08-04T10:44:03.973,lubos hasko,2015-08-04T04:17:32.180,http://www.manager.io,"Sydney, Australia","<p><a href=""http://www.manager.io"" rel=""nofollow"">Accounting software</a></p>
",2258,1178,77,,221
276,8222,2008-08-04T10:44:14.473,Erik Öjebo,2018-12-17T19:08:45.423,http://www.erikojebo.se,"Örebro, Sweden","<p>Technical lead / development lead focusing on building solutions for the Microsoft .NET platform, using agile practices and methodologies such as kanban, scrum, test driven development and continuous integration.</p>

<p>I'm currently building distributed web systems with ASP.NET MVC, and trying to learn more about DevOps-y stuff.</p>

<p>Almost everything I code in my spare time is geared towards open source in one way or another, either by writing my own OSS, contributing to other OSS projects or simply learning about all the good stuff that's out there.</p>

<p>I'm an emacs enthusiast who enjoys playing with different programming languages, such as Haskell, Ruby and Lisp.</p>
",784,356,1,,222
277,7750,2008-08-04T10:55:22.093,kaybenleroll,2019-03-01T15:59:13.183,http://www.kaybensoft.com,Ireland,"<p>Software Developer in Ireland, who is fond of asking questions...</p>
",517,878,5,,223
278,4140,2008-08-04T11:28:54.023,Lea Cohen,2019-02-27T10:02:20.083,http://leketshibolim.ort.org.il,Israel,"<p>Web developer, both server-side and client-side. Started my web career with ASP.NET and now also write in PHP (mainly Wordpress, some Moodle).</p>

<h1>SOreadytohelp</h1>
",974,3376,24,,224
279,3798,2008-08-04T11:30:57.327,John with waffle,2018-11-15T12:35:50.480,http://john-benjamin-cassel.com/,"Champaign, IL",,644,221,13,,225
280,899,2008-08-04T11:49:45.323,bgoncalves,2017-12-13T16:06:16.260,http://www.bgoncalves.com,"Marseille, France","<p>Bruno Gonçalves is currently a faculty member at the Centre de Physique Théorique of Aix-Marseille Université in Marseille, France. He completed his joint PhD in Physics, MSc in C.S. at Emory University in Atlanta, GA in 2008 following which he joined the Center for Complex Networks and Systems Research at Indiana University as a Research Associate. From September 2011 until August 2012 he was an Associate Research Scientist at the Laboratory for the Modeling of Biological and Technical Systems at Northeastern University.</p>

<p>Since 2009 he has been pursuing the use of Data Science and Machine Learning to study human behavior. By processing and analyzing large datasets from Twitter, Wikipedia, webaccess logs, and Yahoo! Meme he studied how we can observe both large scale and individual human behavior in an obtrusive and widespread manner. The main applications have been to the study of Information Diffusion, Behavioral Change and Epidemic Spreading.</p>
",157,29,1,,226
281,260,2008-08-04T12:13:17.443,Caleb Elston,2009-05-21T20:29:23.980,http://www.toluu.com,"Miami, FL",,72,14,0,,227
282,1858,2008-08-04T12:18:45.500,Bert Lamb,2019-03-01T20:17:41.817,http://www.bertlamb.com,"Exeter, NH","<p>Engineering Manager, Litmus.com</p>
",156,129,2,,228
283,562,2008-08-04T12:21:06.087,Rich Reuter,2014-10-23T18:03:05.907,http://www.richreuter.com,"Dayton, OH","<p>Developer and musician from the Gem City.</p>
<p>http://twitter.com/rich36</p>",79,97,2,https://www.gravatar.com/avatar/c137a6c8cf34067f84a33d73fdf598f6?s=128&d=identicon&r=PG&f=1,229
285,2356,2008-08-04T12:34:49.693,sestocker,2019-02-20T13:49:48.047,http://www.edynamic.net,"Maumee, OH, United States","<p>I'm Director of Solution Architecture at edynamic where I oversee teams on content management projects, primarily Sitecore.</p>
",256,199,6,,230
287,23656,2008-08-04T12:43:38.490,basszero,2014-04-24T14:25:50.303,http://rauros.net,United States,bright shiny objects,2867,326,33,,232
288,757,2008-08-04T12:50:02.907,Haydar,2019-02-28T18:05:33.100,,Maryland,,198,110,10,,233
289,391,2008-08-04T12:53:11.827,Chris Leon,2013-12-14T00:09:41.443,,"Shreveport, LA","Chris started using computers shortly after completing his toilet training. He began by hitting random keys on a Commodore 64 until a rocket ship took off if he happened to spell a word correctly. He started programming one day when his father brought home an old 8088 when he was in 5th grade and has only stopped for the occasional bathroom break.
Chris has plans of one day becoming an astronaut, pirate, or some sort of combination of astronaut and pirate.",59,2,0,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,234
291,840,2008-08-04T13:03:39.603,The How-To Geek,2017-03-30T20:23:08.940,http://www.howtogeek.com,United States,"This box should contain something about me. Unfortunately, nothing witty comes to mind.",473,60,0,,236
292,16329,2008-08-04T13:14:31.860,shsteimer,2015-06-17T21:25:20.813,http://shsteimer.com,"Pittsburgh, PA","<p>I'm a senior consultant and technical architect with <a href=""http://www.crownpartners.com"" rel=""nofollow"">Crown Partners</a> working in our WEM Solutions Group.  I have expertise in Java, JavaScript, and Python programming languages as well as Adobe CQ5 and EMC Documentum Implementations.</p>
",972,370,142,,237
293,793,2008-08-04T13:18:55.330,miya,2019-03-02T17:24:13.933,http://miyadevnotes.wordpress.com,"Buenos Aires, Argentina",,277,346,2,https://i.stack.imgur.com/CBDju.jpg?s=128&g=1,533287
295,56,2008-08-04T13:25:14.553,benjaminperdomo,2019-03-01T14:56:18.257,http://www.carvajalsolucioneseducativas.com,"Bogota, Colombia","<p>Web developer from Bogota, Colombia. Currently working in www.librerianorma.com</p>
",74,3,1,,239
296,3041,2008-08-04T13:26:48.043,jdecuyper,2018-10-19T03:45:02.127,http://jdecuyper.github.com/,"Mexico City, Mexico","<p>I have a Bachelor degree in <strong>Sociology</strong> and a master degree in <strong>Computer Science</strong>!</p>

<p>I started programming with my Commodore 64 in the nineties and with <strong>VB6</strong>, <strong>ASP</strong> and <strong>ActionScript</strong> around 2002.</p>

<p>Today, I mostly build web applications with ASP.NET, MSSQL and Javascript. Over the time, I have proven multiple times being able <strong>to adapt to any kind of technology or languages</strong>. I always strive to use programming pattern, write reusable code and simplify the user's experience.</p>

<p>Cruise Control, SVN and Git occupy a privileged spot in my tool box.</p>
",937,1203,6,,240
298,5666,2008-08-04T13:29:28.710,Riri,2019-02-22T08:51:16.880,,Sweden,Fantomen,577,361,16,,241
299,5911,2008-08-04T13:31:09.550,Bryan Roth,2018-12-07T17:40:34.290,http://bryanroth.com,United States,,685,143,19,,242
300,5586,2008-08-04T13:38:16.757,Don Dickinson,2019-03-03T01:45:19.027,http://www.greatwebdivide.com,"Minneapolis, MN","<p>computer programmer living in minnetonka, mn. i love delphi, powerbasic, php, codeigniter, sqlite,  mysql, mssql, and couchbase. i spend too much time manipulating X12 EDI files :(</p>
",431,133,4,,243
302,33132,2008-08-04T13:39:41.467,Jake McGraw,2019-03-01T21:46:42.967,,"Los Angeles, CA, USA","<p>Cofounder &amp; CTO at <a href=""https://www.theblockcrypto.com"" rel=""nofollow noreferrer"">The Block</a></p>

<p>Been double-clawing my way to the top with PHP since 2004.</p>
",2569,533,81,https://i.stack.imgur.com/zonWW.jpg,244
303,15286,2008-08-04T13:48:50.527,NotMyself,2019-03-01T01:25:09.697,http://www.iamnotmyself.com,United States,"<p>I am a passionate agile engineer with an interest in shipping quality software, building strong collaborative teams and continuous improvement of my skills, team and the product. My experience ranges from building small line of business applications allowing financial professionals to execute quickly to large public facing distributed social content apps.</p>

<p>I have a passion for new technologies, open source software and the greater software development community.</p>
",1585,273,24,https://i.stack.imgur.com/lMeSA.jpg?s=128&g=1,245
304,94803,2008-08-04T13:54:38.253,McDowell,2017-08-11T09:53:30.507,http://illegalargumentexception.blogspot.com/,United Kingdom,"<p>""Part of the challenge of programming is looking at the building blocks provided to you and deciding how to assemble them to build something new. After all, if everything you wanted a program to do already existed ready-made, it wouldn't be called programming any more. It would be called shopping.""<br />-<a href=""http://blogs.msdn.com/oldnewthing/archive/2009/08/04/9856634.aspx"" rel=""nofollow noreferrer"">Raymond Chen</a></p>
",13873,5754,4414,,246
305,92665,2008-08-04T14:04:19.590,Mark Biek,2019-02-25T19:53:13.363,https://mark.biek.org,"Louisville, KY",,7176,4593,478,,247
306,2661,2008-08-04T14:09:03.607,num1,2019-03-03T03:32:48.977,http://stackoverflow.com/users/306/num1,"Istanbul, İstanbul, Turkey","<p>Sometimes I program</p>
",355,619,38,,248
307,21406,2008-08-04T14:26:05.913,Brett Veenstra,2019-03-01T19:53:53.530,https://www.linkedin.com/in/brettveenstra,United States,"<p>Disciple, Husband, Father, Brother, Son... Programmer</p>
",958,2638,6,,249
308,6744,2008-08-04T14:34:46.893,Brad Tutterow,2010-04-15T21:35:08.790,http://www.codebadger.com,United States,"application architect with an affinity for microsoft technologies, open source tools, and chewing gum",294,211,13,,250
311,1881,2008-08-04T14:57:09.343,Bruce Alderman,2019-03-01T21:59:43.907,http://www.squishlikegrape.com/,Kansas,"<p>I'm the Lead Programmer for <a href=""http://www.jocolibrary.org/"" rel=""nofollow"">Johnson County Library</a>, and a sometime writer for <a href=""http://www.sitepoint.com/"" rel=""nofollow"">SitePoint</a>.</p>
",696,2939,8,,251
312,18495,2008-08-04T15:01:41.100,palehorse,2019-03-01T23:39:42.397,http://blog.palehorse.net/,United States,Just a code monkey slogging along the trail to (in)sanity.,617,927,9,,252
313,6285,2008-08-04T15:05:26.473,caryden,2019-01-22T19:13:41.543,http://precisionlender.com,"Cary, NC",,490,22,2,https://www.gravatar.com/avatar/e2ce47843fcb8fa6e4a4167b292a85aa?s=256&d=identicon&r=PG,253
314,4091,2008-08-04T15:25:23.360,Uberfuzzy,2019-03-01T11:12:34.840,http://uberfuzzy.com,"OH, United States","<p>OH, thats what this gray box is for...</p>
",313,320,2,https://i.stack.imgur.com/dxgz6.jpg,254
315,1004,2008-08-04T15:33:26.573,Tokabi,2018-06-27T12:50:54.557,http://www.tokabi.com,United Kingdom,"I started out in the early 80's writing games in Basic, 6502 & 6809 assembler for the Commodore 64 and Dragon 32, I even got paid for a couple. Now working as a freelance contractor, mostly specialising in C#, SQL Server and ASP.Net.
",76,49,13,https://www.gravatar.com/avatar/d702a2da940690c20522218d11617a3f?s=128&d=identicon&r=PG&f=1,255
317,9800,2008-08-04T15:43:28.767,Joseph Sturtevant,2018-12-10T01:59:45.380,http://sturtevant.myopenid.com,"Vancouver, WA",,742,469,10,https://www.gravatar.com/avatar/453b8cd3e076201aefba0f177077d946?s=256&d=identicon&r=PG,257
318,6448,2008-08-04T15:47:15.610,karlgrz,2018-07-04T16:07:55.030,http://karlgrz.com/,"Elgin, IL","<p>Software Engineer for Mediafly.</p>

<p>Music is my passion outside of development. I play guitar in a couple rock bands &amp; have been putting together a ""solo"" album of sorts with the recent acquisitions of a 5 string bass &amp; a 49 key USB MIDI Controller / Keyboard (which, when combined with Battery, Cubase, &amp; Guitar Rig, form a fairly solid home studio).</p>
",566,807,13,,258
319,3499,2008-08-04T16:03:00.383,Binarytales,2019-03-02T01:18:40.090,http://binarytales.com,"Brighton, United Kingdom",,465,72,12,https://www.gravatar.com/avatar/7bd128323de776c3d9b9af6cf05250a5?s=256&d=identicon&r=PG,259
320,26400,2008-08-04T16:17:25.300,Brian,2019-03-03T00:50:23.307,,United States,"<p>I received a Computing and Software Systems (CSS) degree from the University of Washington in 1999 and have been working as a developer ever since. My focus has been on Microsoft development, in particular .Net (both WinForms and ASP.Net), but I also have experience in classic ASP and even a little COM.</p>

<p>My current position is Senior Software Developer\Architect at TourFactory.com. We build a virtual tour product for real-estate agents.</p>
",880,587,6,,260
322,11096,2008-08-04T16:38:52.400,Chris Smith,2019-01-18T21:10:43.303,http://completely-unique.com,"Seattle, WA, United States","<p>Author of ""Programming F#"" by O'Reilly and all-around nice guy.</p>

<p>Employee #3 at Pulumi. Former Googler working on dev tooling for GCP. Before that I worked at Microsoft on the F# team.</p>
",1621,943,13,,261
323,181,2008-08-04T16:42:43.267,dibson,2017-11-10T21:23:11.017,,,,42,11,0,,262
324,2452,2008-08-04T16:46:29.407,adeel825,2010-03-31T16:02:21.697,http://www.adeelkhan.com,United States,"Software Developer focusing on Collaboration technologies such as Instant Messaging, Voice, and Video.",252,105,9,,263
326,15480,2008-08-04T16:59:58.770,Ian Robinson,2019-03-01T17:59:20.710,https://enlivenhq.com,United States,"<p>My team and I help businesses launch new digital products and services.</p>
",1040,1206,52,,265
327,9700,2008-08-04T17:08:49.203,Luke,2018-02-14T05:50:53.270,,"Orange County, California United States","<p>I asked a lot of stupid questions and now I have a bunch of points!</p>
",679,589,30,,266
328,1337,2008-08-04T17:20:23.003,fastcall,2019-01-20T23:22:03.573,,United States,,345,77,5,,267
331,1382,2008-08-04T17:50:48.200,jasonjwwilliams,2019-03-01T05:02:17.063,http://phanto.me,United States,Just love coding.,239,51,15,,268
332,16870,2008-08-04T17:51:58.197,Wedge,2019-03-01T23:55:50.173,,"Redmond, WA",,1488,1850,191,https://i.stack.imgur.com/PsJXF.jpg?s=128&g=1,269
333,138,2008-08-04T17:58:16.140,Edward Luong,2010-09-03T06:19:09.617,http://www.mrawde.com/,United States,,75,8,2,,270
337,30087,2008-08-04T18:11:42.323,Larsenal,2019-03-02T01:06:13.250,,"Ventura, CA","<p>I enjoy running my data processing boxes at a 5-minute load average of 77.  Keep it hot and off heap.</p>
",1413,1693,14,,271
338,44833,2008-08-04T18:34:44.117,Frank Krueger,2019-01-19T07:24:39.867,http://www.praeclarum.org,United States,"I am an engineer living in Seattle. I have been programming for about 15 years. I started out with video game hacking with the <a href=""http://web.archive.org/web/19990220095633/http://www.darkjedi.com/"" rel=""nofollow"">Code Alliance</a>. Moved on to embedded systems development in an R&D group at GM. Did way too much graphics (3D) programming. Then did a lot of network programming for large data centers. Was forced to get my <a href=""http://www.rit.edu/kgcoe/electrical/"" rel=""nofollow"">Master's in Electrical Engineering</a>. Got into compiler and interpreter development. Spent some time <a href=""http://en.wikipedia.org/wiki/Windows_Presentation_Foundation"" rel=""nofollow"">coding at Microsoft</a>. Moved on a year later to start <a href=""http://kruegersystems.com"" rel=""nofollow"">my own company</a> creating control systems and web apps. I love programming and have spent way too much time learning too many languages, frameworks, APIs, paradigms, and operating systems.

Super Secret Code: pL95Tr3",4942,2421,93,,272
339,2646,2008-08-04T18:45:47.900,reconbot,2019-03-01T20:05:14.580,http://www.roborooter.com,United States,"<p>I'm just this guy, you know?</p>
",964,523,21,,273
340,6346,2008-08-04T18:49:59.967,Anton,2019-03-01T20:29:08.377,http://antonpantev.com,"Richmond, VA, United States","<p>General programming lover, with a current addiction to WebGL and Node.js.</p>

<p>Made a StackApp to organize your favorites:
<a href=""http://antonpantev.com/projects/stackfavorites/"" rel=""nofollow noreferrer"">http://antonpantev.com/projects/stackfavorites/</a></p>
",9141,3219,42,https://i.stack.imgur.com/ltlg4.png?s=128&g=1,274
341,15345,2008-08-04T19:36:28.860,Christian Lescuyer,2019-03-02T22:48:39.823,http://www.flyingcoders.com/,"Paris, France","I'm an electronics engineer by trade, designed industrial computers (exciting), switched to test & commissioning (exhilarating). 
Launched my web agency in 2000 as many did (fun), folded in late 2005 (not fun). After a 2-year stint back in the industry, I am launching a new B2B software company (thrilling).",518,1820,30,,275
342,12004,2008-08-04T19:59:52.010,graham.reeds,2019-03-01T18:22:15.837,http://www.digital-utopia.com/,United Kingdom,"<p>Contract C++ Developer</p>
",4103,1132,106,,276
343,20704,2008-08-04T20:13:06.617,Jon Tackabury,2019-02-28T19:15:27.547,http://www.binaryfortress.com,Canada,"I'm a software developer living in Canada. I work with .NET on a daily basis, but dabble in anything else I can get my hands on.",1451,1668,91,,277
346,2362,2008-08-04T21:30:40.220,dwj,2019-02-22T22:07:51.093,,"San Francisco, CA",,358,307,0,,278
349,1196,2008-08-04T23:02:07.447,Edo,2019-02-25T10:11:56.183,,"Zagreb, Croatia",,178,379,1,,279
350,3008,2008-08-04T23:06:23.383,csmba,2018-03-27T20:53:21.840,http://knol.google.com/k//free-tools-and-websites/2p76v0g9rhval/4#,"San Francisco, CA","<p>Cool, Blue, 42</p>
",335,42,8,,280
352,380,2008-08-05T00:03:22.597,user352,2010-05-13T05:03:15.770,,Australia,,126,27,8,,281
353,49,2008-08-05T00:30:52.963,HokeyWhiteBoy,2018-08-06T00:48:47.720,http://www.webgurus.com.au,"Perth, Australia","I am just this guy, you know?",60,2,0,,282
354,1345,2008-08-05T00:31:33.820,Schmidty,2019-03-01T17:21:28.957,,United States,,120,94,17,https://i.stack.imgur.com/EylIB.jpg?s=128&g=1,283
355,2475,2008-08-05T01:02:01.417,henrym,2019-03-01T19:34:32.493,http://www.henrymalthus.com,"Rose Bay, New South Wales, Australia",,110,159,8,,284
356,25863,2008-08-05T01:13:09.243,Dinah,2019-01-22T16:15:39.097,,North Carolina,"<p>Professional and hobbyist developer</p>
",3328,3371,154,,285
357,35701,2008-08-05T01:29:23.797,Seibar,2019-01-30T00:20:00.100,,Minnesota,,1263,508,71,,286
358,23786,2008-08-05T01:41:40.573,Mike Minutillo,2018-05-04T12:04:36.377,http://codermike.com,"Perth, Western Australia, Australien","<p>Mike is a Software Consultant / Team lead with 8 years of industry experience building data-driven web applications. His current focus is on reducing friction in the development process and improving his skills by helping those around him.</p>

<p>He is having fun seeding Stack Overflow with questions that everyone should know.</p>
",1260,322,8,https://i.stack.imgur.com/T29ga.jpg,287
359,619,2008-08-05T02:58:12.807,CTKeane,2019-02-27T18:33:39.623,http://www.ctkeane.com,Connecticut,"<p>ETL Developer and Data Architect.</p>
",176,387,2,,288
360,1226,2008-08-05T03:51:05.523,Stephen Pellicer,2018-12-07T19:28:14.697,http://www.cs.gsu.edu/~cscsjpx/,"Atlanta, GA",I'm a CS PhD Student at Georgia State University mainly working on distributed computing.,265,51,12,,289
361,23152,2008-08-05T04:20:27.053,stimms,2019-03-03T04:21:57.010,http://blog.simontimms.com,"Calgary, Canada","<p>I work as a freelance software developer with an interest in distributed systems, CQRS, cloud computing and ice cream. Ice cream most of all.</p>
",1781,490,2,,290
362,629,2008-08-05T04:38:30.873,agweber,2019-02-27T21:08:20.297,http://agweber.net/,Indiana,"<p>A bored kid</p>
",110,126,10,,291
363,18588,2008-08-05T04:56:30.197,Patrick Johnmeyer,2019-01-28T13:30:00.943,,Missouri,"<p>Maintainer of <a href=""https://github.com/unittest-cpp/"" rel=""nofollow"" title=""UnitTest++"">https://github.com/unittest-cpp/</a>.</p>

<p>Happily married, gainfully employed, and pleased with life in general.</p>
",732,108,36,,292
