'Id', 'PostId', 'Score', 'Text', 'CreationDate', 'UserId'
'801', '49531', '0', "I don't mean to rain on your parade, I intended this link as a supplementary resource. I'm still interested in ways to get the backtrace back to the developers (eg. kerneloops.org). So far it seems like gathering the environment and associated data is up to the individual developer.", '2008-09-09T10:56:00.767', '954'
'802', '51437', '0', "I was getting a error related to the TopLevel property, something I couldn't set on a control, but could on a form.", '2008-09-09T10:56:40.627', '905'
'804', '51580', '0', "As a person who wrote tons of those brackets, I can say there is a HUGE difference. You you don't know how YAML is different from XML, please read wikipedia articles linked in the question text.", '2008-09-09T11:01:12.033', '1196'
'808', '51598', '1', '"new" allocates memory from the heap, never from the stack. (Unless, of course, you have overridden the new operator.)', '2008-09-09T11:07:07.217', '2666'
'813', '51317', '0', 'The accepted answer mentions the quagmire with developing your own. Ive seen the same with wordpress. Security updates again and again :(', '2008-09-09T11:20:52.237', '86'
'816', '51594', '0', "Of course I won't broadcast confidential information over twitter. That's why I thought about the use of an internal twitter-like service.", '2008-09-09T11:28:48.723', '834'
'817', '51643', '0', 'C actually has two ways of reading files, one with the FILE object and one with the file descriptor.', '2008-09-09T11:31:32.943', '658'
'818', '51609', '0', 'What were your personal thoughts with prefuse? At my last job, a project started to use it, but ended up with a 90%+ rewritten (and optimized, with additions of new features) version of prefuse.', '2008-09-09T11:33:22.457', '572'
'820', '51662', '0', "Just to clarify - it depends on how open the OTS system is. If it's easy to modify the system and share the data around, then it's a consideration, otherwise it's not a consideration?", '2008-09-09T11:44:09.187', '572'
'823', '45629', '0', 'Agreed, and I knew somebody would make this comment.  I really only needed this while trying to figure out a structure a module was creating so I could modify the module.  I wanted to delete a particular key from any hashes in the structure because they contained a raw JPEG.', '2008-09-09T11:53:05.420', '166'
'824', '51684', '0', 'Is this a question about how to use the samurize package?  Perhaps you could rephrase as a programming question?', '2008-09-09T11:54:40.610', '4200'
'825', '45629', '2', "Later I discovered that I could use Data::Dumper::sortkeys to filter this data so Data::Dumper didn't produce megabytes of binary output.", '2008-09-09T11:55:26.287', '166'
'826', '49804', '6', "Yes, IFRAME is needed. You can't submit file uploads via AJAX (i.e. via the Javascript XMLHTTPRequest object) and just a normal form submit would prevent you from executing additional Javascript to poll the server for upload progress.", '2008-09-09T12:00:12.517', '5168'
'827', '51346', '8', 'Does this really work? I have troubles believing so...', '2008-09-09T12:01:01.343', '2260'
'830', '51400', '2', 'You might have better performance with constructing a Dictionary with the first query, as the Contains() call in the second query can then be done in O(1) as opposed to O(n).', '2008-09-09T12:03:00.247', '2260'
'831', '51467', '0', 'I just tried this in VB.Net, and it works\n\nSystem.Diagnostics.Process.Start("taskkill.exe", "-im excel.exe /f")', '2008-09-09T12:04:43.940', '2665'
'834', '48426', '0', 'I am really interested in this question. Was hoping you would get some nice answers. But maybe everyone like me only upvoting your question and waiting :) Stay tuned.. Cheers - Prakash', '2008-09-09T12:13:28.287', '123'
'835', '51413', '0', 'I guess I should have been more specific.  I already have code similar to what you have above... I just needed a method for opening a second spreadsheet.  Over time, there will likely only be one edit a month or less to the first spreadsheet, so there will never be many changes to the second one.', '2008-09-09T12:13:46.180', '271'
'838', '51683', '0', 'tables are being created dynamically by the user. when user gets a new class of data (i.e. gets a collection of railroads from some source) and wants to input it in the application, new table is being created, and i need a way to access new data without doing a separate mapping to the new table.', '2008-09-09T12:22:19.157', '4723'
'846', '51758', '0', 'that is what I am doing now. I find this a more practical solution and I see there are other people doing the same. Well, great!', '2008-09-09T12:46:17.337', '3221'
'848', '51057', '0', 'It\'s not *quite* as big a step as it may seem in this case because I already have source code for a driver that works with my touchpad. I just need to modify it to tell the pad to disable "tap-to-click" which seems to be detected in the pad itself.', '2008-09-09T12:57:31.817', '4939'
'855', '51846', '0', 'No, the mail.From address will determine the MAIL FROM in the envelope and in the DATA section.  I want to make those two different addresses.', '2008-09-09T13:22:19.637', '1219'
'862', '51868', '1', 'Your method will work, but it will create unnecessary temp files.\n\nAlso, when using del in BATCH scripts, I always add the /Y switch - otherwise the del command can be very annoying... :)', '2008-09-09T13:29:36.700', '1353085'
'864', '51868', '0', 'good call - I shall edit.', '2008-09-09T13:31:50.440', '1726'
'865', '51870', '0', "This is on the development webserver for this project I don't want to compile it locally.", '2008-09-09T13:32:16.477', '3208'
'866', '51821', '0', 'Could you clarify what you mean about log4net being "potentially dangerous"?', '2008-09-09T13:33:44.943', '3475'
'868', '51893', '0', "I've found my monitor looks bad in portrait mode. Clear Type (Windows) is all wrong and the viewing angles seem really bad. I assume clear type issue has something to do it the shape of the pixels - not sure about the viewing angles. Are some monitors better then others? Is it me?", '2008-09-09T13:41:13.880', '3655'
'871', '48426', '0', "Given a list of (address, symbol type, symbol name) tuples from a map file, it's not immediately obvious what types of graphs could be constructed.  Could you revise the question to explain what you'd like to visualize?", '2008-09-09T13:47:11.573', '1146'
'872', '51875', '0', 'Can you tell me what the %%i does in line 2 and what the %~1 does in line 7?   Thanks!', '2008-09-09T13:47:30.560', '730'
'874', '51922', '0', "I dot't at this time but dang if that ain't nice!!", '2008-09-09T13:49:49.680', '730'
'875', '51921', '0', "Actually I learned this trick from Sells book too. But Scott's article just seats among my bookmarks :)", '2008-09-09T13:50:06.123', '1196'
'876', '51861', '0', "I think it's implied in the question that he only wants to use things which would be available from a command line.  Do you know of a command line RE tool that would be available on Windows?", '2008-09-09T13:50:35.683', '2820'
'877', '51875', '0', '%%i is the loop variable (it will get the value of the first word in each line that the command inside parentheses writes to standard output).\n\n%1 is a simple way to access the command line argument passed to the script or the label (like in my case). %~1, however, removes the quotes (if any).', '2008-09-09T13:51:22.437', '1353085'
'881', '51939', '0', 'Bad thing about teamcity is it wants you to use its source control', '2008-09-09T13:54:40.120', '1220'
'882', '51803', '0', "Oooh, nice, I didn't know that! I'll definitely look into this.", '2008-09-09T13:55:18.807', '267'
'883', '51922', '0', 'MAN!  Do you know of any good books on learning to write stuff like this?!', '2008-09-09T13:55:50.087', '730'
'884', '51905', '0', 'I have two 20" Dell Ultrasharps and sometimes I run a second instance of Visual Studio on my Right monitor, for example, if I\'m porting older code to a new project.', '2008-09-09T13:56:11.067', '2543'
'885', '51922', '0', 'you could probably answer this question too!\nhttp://beta.stackoverflow.com/questions/51054/batch-file-to-delete-files-older-than-n-days', '2008-09-09T13:57:45.137', '730'
'886', '51922', '0', "Actually, there's no real need for books. You can simply type HELP in command line, to get the list of all default commands. And then you can read the help of each individual command for more information - you just simple add the /? switch to the command. Or at least, that's how I do it.", '2008-09-09T13:58:26.243', '1353085'
'887', '51939', '0', 'You can use Subversion, Perforce, CVS, VSS, TFS with TeamCity', '2008-09-09T13:58:35.133', '1196'
'896', '51964', '0', 'The reason the the querystring is read-only is that the querystring is provided by the browser. You can not do this without either iterating through the collection or just creating it again if you know all the key/value pairs that you need.', '2008-09-09T14:14:33.550', '2257'
'898', '49973', '0', 'In theory you can just grab the compiled .dll and add a reference to that in your own project, but you _will_ need to use some of the dasBlog objects.  With that in mind, having source available to reference just makes things easier.', '2008-09-09T14:17:04.823', '3043'
'899', '51979', '0', "this looks like what i'm looking for. I'll try it out and report back :)", '2008-09-09T14:19:01.373', '379'
'900', '51893', '0', "I've had issues in the past, but all the more modern monitors with good contrast and dot pitch, have been fine. Last time I had an issue, the monitor was squareish anyway, so portrait only gave you 20% more pixels.", '2008-09-09T14:24:04.713', '1220'
'902', '52002', '19', 'A man, a plan, a canal, Panama', '2008-09-09T14:26:03.150', '1772'
'903', '51995', '1', '"without iterating through the collection" ?', '2008-09-09T14:26:55.050', '2257'
'904', '51981', '0', "I +1'd this, I don't know who downmodded, I thought it was a reasonable hack?! :S", '2008-09-09T14:27:17.077', '832'
'907', '52004', '0', 'I havent downmoded anyone in this thread yet. But a downmod is labeled "this was not helpful", and so far very few of the answers has been helpfull so I can understand why some people might downmod them', '2008-09-09T14:29:05.343', '2257'
'908', '51995', '0', 'Yeah, my answer is really a "you can\'t, you will have to rebuild it" since there\'s no way to do what he is asking without it. You could avoid the iteration and copy to a new array and remove the item, but you\'ll still have to iterate through it to create the URL to redirect to.', '2008-09-09T14:30:25.103', '1627'
'909', '52004', '0', "Thanks for the correction, I guess someone's gaming or having a bad day we're still in Beta afterall :) So sharing the love, +1 back.", '2008-09-09T14:31:05.523', '2083160'
'911', '51933', '0', "I'd say estimating the basic overhead with an empty table is good. Since you're doing a full table scan, index use is probably irrelevant, which leaves the bulk (160 to 180 ms) of your 200 ms to loading data from disk and aggregation. Have you compared the two SELECTs as I suggested?", '2008-09-09T14:32:35.490', '2077'
'913', '52004', '0', "@Espo, I was really referring to Holly's post, seemed like a reasonable hack.. Looked like someone had just come in and -1'ed everyone..", '2008-09-09T14:33:03.680', '832'
'914', '52009', '12', 'Your directory name is easily handled by reverse find though :).', '2008-09-09T14:33:03.787', '2284'
'915', '51394', '0', "Microsoft no longer adds their Java-like product to Windows. However, any half-decent PC manufacturer will install the JRE on Windows. It's unusual for a Windows installation not to have Sun Java.", '2008-09-09T14:33:19.763', '4725'
'916', '51994', '0', 'Use this exact setup (MacBook + 20" Dell monitor) myself of web and cocoa development, it\'s perfectly adequate', '2008-09-09T14:33:54.613', '5168'
'918', '52018', '0', 'Ruby does not have interfaces but does have mixin.. im not sure any UML tools support that. Also it would be nice to generate diagrams from the code, so it needs to work with ruby  code and many tools are not language-agnostic.', '2008-09-09T14:36:11.753', '3586'
'920', '51911', '1', 'yes, or Classic.  ;o)', '2008-09-09T14:37:13.683', '730'
'922', '15416', '3', "I would say nay on that, I butted my head against that wall for a month and there's got to be something better.  Far too clunky and an un-intuitive UI.", '2008-09-09T14:37:20.797', '5056'
'923', '52013', '0', 'Striktly I would not allow IgnoreCase for a palindrome.', '2008-09-09T14:38:17.753', 'malach', '4549416'
'924', '51948', '0', "I can't re-tag at my 100 point rep-level, but we should add I18N and Windows (maybe Win32?) to this question.", '2008-09-09T14:38:40.997', '3655'
'925', '52039', '0', 'Using O(n) memory where a in-place algorithm works would probably not impress a professor', '2008-09-09T14:42:02.050', '4918'
'926', '52013', '0', 'Why not?  See http://www.merriam-webster.com/dictionary/palindrome', '2008-09-09T14:42:52.703', '1886'
'927', '52013', '0', 'Why not?  If case matters then "A man a plan a canal Panama" isn\'t a palindrome.', '2008-09-09T14:43:23.420', '75'
'929', '52045', '0', 'Ok. Please see my added comment about storing the data on a web server', '2008-09-09T14:43:33.920', '2257'
'930', '52002', '21', "Go hang a salami. I'm a lasagna hog.", '2008-09-09T14:44:20.610', '1886'
'931', '52039', '0', '*Assume a 101 course.  ;)', '2008-09-09T14:45:08.033', '1886'
'932', '52014', '0', 'Solutions like these are great because they are easy to follow. The solutions with loops, stacks, etc. are nice but harder to inspect than this one.\n\nAll this needs is a line or two to trim it down to a fixed alphabet (just [a-zA-Z] characters?).', '2008-09-09T14:45:46.800', '29'
'934', '52045', '0', "Yes, it wasn't there when I replied... It's a good alternative but it's not possible (because of restrictions with the client) to publish information that way.", '2008-09-09T14:46:54.333', '1782'
'937', '52045', '0', 'Then i do not have any more suggestions. Sorry :)', '2008-09-09T14:50:41.577', '2257'
'940', '52057', '0', 'The only difference is that my code treats empty string as a palindrome. That is by design.', '2008-09-09T14:52:34.707', '4997'
'941', '51368', '4', "The setTimeout does not need the first parameter in quotes - you can call it thus: setTimeout(hideSpinner, spinnerShowTime); That saves the step of having the JS interpreter eval'ing the string, which is just overhead.", '2008-09-09T14:53:30.773', '1790'
'943', '52071', '0', "I think System.IO.Path works great. Do you have specific tasks that you need that it can't handle?", '2008-09-09T14:53:45.173', '2257'
'944', '52014', '0', 'You\'d have to remove the spaces from the string first, otherwise palindrome\'s like "a man a plan a canal panama" wouldn\'t check properly.', '2008-09-09T14:53:47.687', '271'
'949', '51920', '1', 'As I said in other comment, MSVS is just a huge wrapper over MSBuild files. You can use these files directly without touching IDE. I encourage you to learn more on MSBuild', '2008-09-09T14:58:57.237', '1196'
'950', '52086', '0', 'Oh and for prototyping, use the in-memory SQLite database engine! (ADO.NET provider here <http://sqlite.phxsoftware.com/>)', '2008-09-09T14:58:59.200', '3619'
'951', '52084', '0', 'By time consuming, do you mean that the server takes long to respond, or that it takes much effort to write the query?', '2008-09-09T14:59:53.100', '2257'
'953', '52022', '0', 'In terms of the foolproof way of determining if a dll is from the .net framework or not, the best I can do is the using the Codebase property of the Assembly object, which for mscorlib is "C:\\WINDOWS\\Microsoft.NET\\Framework, however it isn\'t for all .net framework assemblies.', '2008-09-09T15:03:25.277', '4002'
'954', '45919', '0', 'Are you using databinding?  I never use it with asp.net and it might change the playing field somewhat.  But, the LoadViewState is the event that should be used for restoring dynamic controls at post-back time.  PageLoad is definitely too late in the life cycle.', '2008-09-09T15:06:26.797', '1334'
'955', '52023', '0', 'I try. I often fail, but not this time, it would seem. Thanks.', '2008-09-09T15:07:42.083', '1199'
'956', '51864', '19', 'This is a very difficult tool to install. I tried for about half an hour with no success. Any other suggestions?', '2008-09-09T15:07:47.590', '1772'
'958', '51384', '0', 'That\'s the pitfall of using the Load event on the image - if you get someone with a fast connection, then the spinner just flicks on and off again.\n\nYou have to consider the spinner actually has two purposes: no only a "please wait", but also "something is/has happened"', '2008-09-09T15:10:16.180', '4396'
'961', '51368', '0', 'It would quicker in this case, but in the situation where you wanted to pass in arguments to a function, I find enclosing the thing in dbleQts to cause less problems (at the expense of legibility I suppose)', '2008-09-09T15:13:49.977', '4396'
'962', '52023', '0', "I was going to suggest that you could edit your answer to add in the whitespace and punctuation handling from my answer below but then it wouldn't be so pretty.  :-)", '2008-09-09T15:16:42.670', '3171'
'966', '52002', '4', 'Do you care about punctuation? Case? What about locale-sensitive case folding?', '2008-09-09T15:19:21.087', '3474'
'975', '52161', '0', "I wonder if you can query some Microsoft service for the public key tokens... like the way they provide a remote symbol server. That way you don't have to track it manually.", '2008-09-09T15:33:27.230', '3619'
'976', '52149', '0', 'it only parses if the given text matches the pattern and returns the Date object representation of that string. It doesn\'t parse if the date information is somewhere within the other texts. \nlike "sometext 12/03/2004 sometext.', '2008-09-09T15:33:46.560', '3993'
'979', '49837', '1', '"No Checked Exceptions" is definitely not an improvement. I want to know what things can go wrong, rather than have to guess a few cases and hope that\'s all.', '2008-09-09T15:37:07.283', '3408'
'983', '52185', '0', "Didn't I see a Java IDE that offered this? Within reason, of course.", '2008-09-09T15:40:17.697', '1000'
'985', '52199', '0', 'The issue here is that a lot of stuff is in the GAC according to AssemblyName and Assembly', '2008-09-09T15:44:21.777', '4002'
'988', '52196', '0', "If it fails to defrag any of the files PageDefrag will keep trying with each boot and can take a while, hence its option to run once.\n\nThis doesn't mean it's not a great tool and I heartily recommend it.  +1 from me.", '2008-09-09T15:49:08.457', '3171'
'989', '50326', '0', 'So the database appender is what was giving Jeff the locking issues that he discussed in the podcast.  Unfortunately we are using the database appender because we wanted a centralized log repository.', '2008-09-09T16:01:18.007', '1642688'
'991', '52243', '0', 'Maybe I should clarify my question, I want to know what a dynamically typed Object is, so using TypeName will (in my case) only return "Object".', '2008-09-09T16:07:50.813', '1111'
'992', '51885', '0', 'Wow... it is amazing most everyone does the same thing.', '2008-09-09T16:08:45.507', '2535'
'993', '52253', '0', "Very cool.  I didn't know you could do things like $$('#mytable tr').  That makes my life a lot easier.", '2008-09-09T16:09:20.063', '305'
'995', '52152', '0', 'I read this article during a code revisit. I followed some of the advice but I am very restricted in what I can do to the DB. I only got our sql server updated to 2005 about 6 months ago.', '2008-09-09T16:11:04.957', '5197'
'996', '52253', '1', '@swilliams code is nicer than my example, but I think you should use addClassName() rather than explicitly setting style in the JS.', '2008-09-09T16:11:58.310', '72'
'998', '52149', '0', 'That might be undecidable.  What if the text contains two dates, e.g. "Between A and B, blah" where A and B are dates...', '2008-09-09T16:12:59.523', '4926'
'1000', '52253', '0', '@Mark Biek, there are a bunch of helper guys like that $F, and $A. See the utility page: http://www.prototypejs.org/api/utility and Enumerable objects are very powerful: http://www.prototypejs.org/api/enumerable', '2008-09-09T16:14:55.523', '736'
'1002', '52019', '0', 'I was going to comment exactly what you said when I noticed your comment at the bottom.  +1! :)', '2008-09-09T16:18:46.497', '1324220'
'1004', '52244', '2', 'an addition... if you have root access but not the oracle user, login as root then "su - oracle" and follow Paul\'s instructions. Also try all the default oracle passwords. Last option is to look at OUTLN and DBSNMP accounts and Oracle hacks around that.', '2008-09-09T16:29:39.217', '4134'
'1006', '52267', '0', '"IsUserAnAdmin function is a wrapper for CheckTokenMembership. It is recommended to call that function directly to determine Administrator group status rather than calling IsUserAnAdmin". (From the linked page)', '2008-09-09T16:31:49.680', '2257'
'1007', '51396', '1', "JavaFX looks like a really sweet technology, but unfortunately it's come about 5 years too late to make a difference in applet popularity.\n\nStill, should make desktop Swing development interesting again.", '2008-09-09T16:34:29.893', '4223'
'1009', '51939', '0', 'sweet, learn something new everytime I snort some crackoverflow', '2008-09-09T16:40:24.357', '1220'
'1010', '52314', '0', 'Yeah... I acknowledged this in the question....', '2008-09-09T16:40:29.643', '4144'
'1011', '52309', '0', "Didn't work for me unfortunately. I've tried opening and closing itunes several times to make sure nothing else is attempting to use itunes, then I run my script with your lines above and quit with the same results.", '2008-09-09T16:42:53.383', '5330'
'1014', '8637', '45', "VERSION THAT WORKS WITHOUT JAVASCRIPT\nHow about if you did this with ASP, etc. and had a timestamp for when the form page was loaded and then compared that to the time when the form was submitted.  If ElapsedTime<10 sec then it's likely spam.", '2008-09-09T16:48:32.027', '4906'
'1016', '52314', '1', "I don't see the relation (apart from the title). Question 44905 is about the origins of certain limitations. This question is about how to overcome one specific limitation (that isn't even mentioned in the other question).", '2008-09-09T16:51:43.987', '4285'
'1017', '52194', '0', 'True. I would go for Javascript any day myself.', '2008-09-09T16:53:55.180', '4337'
'1020', '52273', '0', "From this am I correct to assume I can select all the rows if I class them with _highlightable_ and calling $$('.highlightable').each()?", '2008-09-09T17:01:46.817', '3920'
'1021', '52342', '1', 'scripts that work straight up on the command line in Linux do tend to pop up the cmd window in Windows.  I just experienced this pleasure for the first time yesterday.', '2008-09-09T17:02:24.193', '634'
'1022', '52332', '1', "As long as your xml schema is set to the schema file, it should validate it automatically and any error will be detected.  You'll get the benefit of XML intellisense as well if you have a schema associated with the xml.", '2008-09-09T17:03:08.170', '5321'
'1023', '50462', '0', "Sorry, I didn't quite complete my explanation. ColorIndex specifies an index value into the current colour palette, so you will need another worksheet formula to count how many CellColor functions return 55.", '2008-09-09T17:03:29.340', '1826'
'1024', '52309', '0', "I use my script everyday and I don't get that message.  Do you have any other utilities that access iTunes?  Do you use any other iTunes objects?  Maybe you need to reboot to get it cleaned up once you have gotten that message?", '2008-09-09T17:04:32.690', '791'
'1025', '47472', '1', 'depending on the language, in C# for things like this, you can use labeled break instead of goto, which is the same thing I guess.', '2008-09-09T17:05:05.543', '5321'
'1026', '52314', '2', "If you want to point out that there is a problem with the title, then perhaps you shouldn't add a tag `duplicate` but either change the title or explicitly mention that you think there is a problem it.", '2008-09-09T17:05:06.060', '4285'
'1030', '52355', '0', 'Do yo mean:\n\nresponse.Filter = new MyRewriterStream(response.OutputStream)  ??', '2008-09-09T17:11:42.253', '3381'
'1035', '52355', '0', 'nevermind, you were right... it just looked like a typo.\n\nThat did it!', '2008-09-09T17:17:35.187', '3381'
'1036', '52383', '1', 'I should have clarified I wanted to use the IDE and not code.', '2008-09-09T17:18:22.597', '5182'
'1038', '52374', '0', "he's passing the smtp server into the constructor of SmtpClient.", '2008-09-09T17:19:34.417', '77'
'1039', '51291', '0', "Sorry, got that error using JQuery $.ajax on FireFox 3.  Tried jsonp suggestion but I think that will only work with something that will serve up json. I'm trying to create a sample local html file based mashup that will pull data from Yahoo!Finance, but they are serving .csv, so I think I'm SOL.", '2008-09-09T17:20:47.520', '5321'
'1040', '52362', '3', "I'd serialize it to a byte[] using a ByteArrayOutputStream. It would be a lot faster than writing it out to a file.", '2008-09-09T17:21:47.097', '1310'
'1041', '52391', '22', 'This is not a good solution, as you never know when a garbage collect will happen, or how much extra memory will be allocated to the heap at once.', '2008-09-09T17:24:34.953', '5346'
'1042', '52393', '0', "Aren't the sizes of various primitives defined in the Java Specification? (§2.4.1)", '2008-09-09T17:25:03.110', '3474'
'1043', '52391', '5', "That is true, and I wouldn't intend this to address the main question of this post, but it might help him to know programmatically when he is getting somewhat close to hitting the max heap size.", '2008-09-09T17:25:55.760', '4249'
'1044', '52393', '4', 'Not in the sense of "how much memory does it occupy," which is the question.  Only in the sense of how they operate.\n\nFor example, bytes, chars, and shorts take up an entire word on the Java stack, even though they operate with rounding etc..', '2008-09-09T17:27:35.770', '4926'
'1045', '52413', '0', "Yes, Dan, that's pretty much the situation--actually there are multiple levels of security involved but I take your point.  That's a great suggestion.  Thanks.", '2008-09-09T17:27:54.490', '2820'
'1054', '52398', '0', 'count me in, I want to change my config files and not check them in, but they still need in the repo and need changing when I get the ticket for fixing a thing in there.', '2008-09-09T17:43:17.030', '1220'
'1058', '52267', '0', "I hadn't noticed the warning before.  I wonder why Microsoft would consider deprecating such a simpler helper ... fortunately they have a good track record for backwards compatibility.", '2008-09-09T17:48:22.087', '3631'
'1061', '52456', '0', 'at least upgrade, lateral movement not gonna do you any good, I agree with chris', '2008-09-09T17:52:25.120', '1220'
'1065', '52023', '0', 'A one line function like that can be done as a lambda:\nis_palindrome=lambda s:s == s[::-1]', '2008-09-09T17:58:56.383', '3408'
'1067', '52014', '0', 'In whatever language that is, why not just do  "return StringReverse(originalString)==originalString"', '2008-09-09T18:00:55.490', '3408'
'1069', '52456', '0', "I hate to bash CVS, but DON'T switch to CVS.  No!  On the other hand, it IS better than SourceSafe.  If you're going through the pain, do what Chris suggests.", '2008-09-09T18:09:58.603', '2258'
'1071', '2850', '17', "Doesn't work on Windows - this is for Linux/UNIX only.", '2008-09-09T18:17:19.240', '5330'
'1074', '52515', '0', "But isn't the lexing completely unambiguous?", '2008-09-09T18:20:59.137', '4798'
'1076', '52205', '2', 'Really? For what programming-specific tasks is this required?', '2008-09-09T18:21:37.810', '1709'
'1078', '52515', '0', "It will error out on ambiguity, so yes.  Being greedy or non-greedy doesn't make you ambiguous.  Greediness is actually a way to resolve ambiguity.  You also get into the interaction between the lexer and the parser in this case, so maybe it's the parser that's not greedy.", '2008-09-09T18:24:05.543', '3279'
'1079', '52537', '0', "I thought about that. Then thought about PhotoSynth. That's got to be some heavy image processing, although static images...", '2008-09-09T18:30:57.647', '572'
'1084', '52541', '1', 'Not sure I agree with "FAR away from the comfort of modern Outlook" or "vastly inferior to conventional Office suites".\n\nI gave up MS Office a couple years ago for OpenOffice, and I\'ve now given that up for Google docs.  I\'ve never looked back. I\'ve not once wished for MS Office', '2008-09-09T18:35:29.883', '3279'
'1091', '52537', '0', 'Resource intensive tasks are perfect for the cloud as you can distribute the processing across hundreds or thousands of nodes', '2008-09-09T18:44:50.453', '3305'
'1095', '52023', '0', 'Why make a function at all, when you can just do "is_palindrome = s == s[::-1]"? ;)', '2008-09-09T18:54:02.770', '1709'
'1097', '52610', '0', 'The reason you would want to do this is that the built-in regex validator will also automatically validate client-side with javascript  for you.  So if they fail validation, you save a postback.', '2008-09-09T18:58:00.563', '3043'
'1099', '52625', '0', "Joel, thanks for clarifying my choice!\n\nRegarding comments: yes, I think it'd be nice if the first few on each answer were expanded by default. Or at least highlighted a little more.", '2008-09-09T19:01:46.683', '29'
'1104', '52610', '0', "Unfortunately this regex isn't matching correctly, I'll play with it to see if I can get it to work though. Thanks!", '2008-09-09T19:16:45.587', '1414'
'1106', '52625', '0', "The extra postback is irrelevant in this case but I think I'll see if I can get the regex working anyways. Thanks!", '2008-09-09T19:18:30.293', '1414'
'1107', '52674', '0', "funny! I hope it's just for the warning :)", '2008-09-09T19:23:46.490', '1277510'
'1109', '52689', '0', "I always wanted to use Win-D more, but it's a one way action.  There doesn't seem to be a way to restore all the windows to the state they were at, unfortunately.", '2008-09-09T19:29:24.247', '4913'
'1110', '52023', '0', 'Anders Sandvig: for readability? And perhaps ease of maintenance in case we decide to ignore whitespace and punctuation as Dave Webb has done?', '2008-09-09T19:29:28.037', '1199'
'1111', '52687', '0', 'IMO, default shortcut of Launchy sucks because Alt-Space is too useful for me to let L to hi-jack it. So, I re-map Launchy to Win-Space. What is your preference?', '2008-09-09T19:30:10.780', '227'
'1113', '52689', '1', '@Zigdon: Win-D is a toggle. Press it again and the windows should be restored. Are you confusing this with Win-M? (I use XP)', '2008-09-09T19:31:54.897', '227'
'1114', '52689', '0', 'It is - Win-D. At least on XP.\n\nAnother way is to use Win-M to minimize, Win-Shift-M to undo.', '2008-09-09T19:32:02.680', '4997'
'1116', '52675', '0', 'The Rob Conery screencasts are provided on the ASP.NET MVC website.', '2008-09-09T19:33:25.330', '1117'
'1118', '49409', '0', "I'm curious why you added the # prompt.  Normally, that prompt indicates the root or superuser.  In generally, I'd think stuff like trying out the **cut** command would be better done as a regular user.  I'd have used the $ prompt.", '2008-09-09T19:34:27.090', '1438'
